epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,171.008,0.55322,0.75365,0.92589,1,0.92441,0.98625,0.80933,0.59586,1.19502,0.931,0.000381304,0.000381304,0.000381304
40,175.718,0.54684,0.74207,0.91769,1,0.92441,0.98625,0.80933,0.59586,1.19502,0.931,0.000359924,0.000359924,0.000359924
41,180.278,0.48229,0.97329,0.89761,1,0.92728,0.99033,0.82044,0.59238,1.23442,0.94191,0.00033696,0.00033696,0.00033696
42,184.52,0.46404,1.01669,0.88711,1,0.92522,0.97944,0.77121,0.67727,1.32693,0.99775,0.000312412,0.000312412,0.000312412
43,188.722,0.4006,0.85981,0.86172,1,0.92522,0.97944,0.77121,0.67727,1.32693,0.99775,0.00028628,0.00028628,0.00028628
44,192.833,0.4482,0.92616,0.83736,1,0.9234,0.9642,0.7541,0.73632,1.34328,1.0504,0.000258564,0.000258564,0.000258564
45,196.965,0.44308,0.93956,0.86889,1,0.9234,0.9642,0.7541,0.73632,1.34328,1.0504,0.000229264,0.000229264,0.000229264
46,201.481,0.44308,0.91704,0.87013,1,0.92255,0.96761,0.76798,0.72002,1.32192,1.07241,0.00019838,0.00019838,0.00019838
47,205.573,0.38769,0.90313,0.83204,1,0.92255,0.96761,0.76798,0.72002,1.32192,1.07241,0.000165912,0.000165912,0.000165912
48,209.591,0.39914,0.85942,0.87197,0.99341,0.85714,0.95769,0.76897,0.75838,1.29998,1.08489,0.00013186,0.00013186,0.00013186
49,213.614,0.38706,0.87813,0.81876,0.99341,0.85714,0.95769,0.76897,0.75838,1.29998,1.08489,9.6224e-05,9.6224e-05,9.6224e-05
50,217.738,0.4076,0.87445,0.90916,0.99343,0.85714,0.9592,0.76997,0.75737,1.26188,1.08176,5.9004e-05,5.9004e-05,5.9004e-05
