epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,78.1643,0.66377,1.20544,0.95034,0.01497,1,0.93068,0.44543,0.973,2.46607,1.16112,0.00043586,0.00043586,0.00043586
17,82.7806,0.80845,1.24743,1.09561,0.01473,1,0.93059,0.51481,0.91852,2.40206,1.14133,0.000450912,0.000450912,0.000450912
18,87.3114,0.6996,1.09901,0.96287,1,0.49881,0.948,0.60768,0.84257,2.2817,1.09209,0.00046438,0.00046438,0.00046438
19,91.8975,0.66837,1.03894,0.96831,0.98467,0.42857,0.90538,0.60123,0.79667,2.18098,1.09098,0.000476264,0.000476264,0.000476264
20,96.4337,0.56696,1.05305,0.96295,0.90349,0.6703,0.90596,0.64022,0.85485,2.12637,1.15795,0.000486564,0.000486564,0.000486564
21,101.071,0.66849,0.96636,0.99836,1,0.76658,0.89228,0.65541,0.91941,2.11361,1.15018,0.00049528,0.00049528,0.00049528
22,105.735,0.73844,1.04754,1.06291,1,0.76914,0.89695,0.66008,1.01737,2.125,1.27358,0.000502412,0.000502412,0.000502412
23,110.403,0.64818,0.96683,0.9878,0.99944,0.78571,0.89686,0.61298,1.00798,2.16056,1.31026,0.00050796,0.00050796,0.00050796
24,114.964,0.65359,0.94332,0.96459,0.98686,0.78571,0.90435,0.65466,0.98037,2.12939,1.24983,0.000511924,0.000511924,0.000511924
25,119.641,0.5923,0.8511,0.96985,0.91139,0.71429,0.91132,0.66542,0.69418,2.00382,1.03414,0.000514304,0.000514304,0.000514304
26,124.169,0.6335,0.88625,1.03622,0.99408,0.92857,0.92629,0.70068,0.7194,1.95148,1.017,0.0005151,0.0005151,0.0005151
27,128.644,0.69809,0.90264,0.95528,1,0.88845,0.92626,0.6984,0.72161,1.95148,1.01926,0.000514312,0.000514312,0.000514312
28,133.325,0.61854,0.86358,0.92392,1,0.88845,0.92626,0.6984,0.72161,1.95148,1.01926,0.00051194,0.00051194,0.00051194
29,137.926,0.57172,0.83499,0.90082,1,0.86311,0.92633,0.69929,0.73436,1.95814,1.07522,0.000507984,0.000507984,0.000507984
30,142.491,0.63485,0.8482,0.93,0.95623,0.85714,0.9169,0.71254,0.67939,1.86885,1.01755,0.000502444,0.000502444,0.000502444
31,147.031,0.6554,0.84165,0.99317,0.95623,0.85714,0.9169,0.71254,0.67939,1.86885,1.01755,0.00049532,0.00049532,0.00049532
32,151.512,0.55074,0.77097,0.92712,1,0.84394,0.91693,0.72821,0.68766,1.70214,1.0203,0.000486612,0.000486612,0.000486612
33,156.093,0.62243,0.80808,0.96362,1,0.8439,0.91675,0.78983,0.61225,1.55369,0.97244,0.00047632,0.00047632,0.00047632
34,160.75,0.5798,0.79025,0.91765,1,0.8439,0.91675,0.78983,0.61225,1.55369,0.97244,0.000464444,0.000464444,0.000464444
35,165.321,0.52343,0.82247,0.92579,0.98901,0.85714,0.91283,0.77749,0.62902,1.42798,0.98974,0.000450984,0.000450984,0.000450984
36,169.821,0.52841,0.72447,0.94083,0.98213,0.85714,0.90651,0.76399,0.6466,1.35604,0.98666,0.00043594,0.00043594,0.00043594
37,174.333,0.52513,0.74861,0.92023,0.98213,0.85714,0.90651,0.76399,0.6466,1.35604,0.98666,0.000419312,0.000419312,0.000419312
38,178.849,0.5979,0.7852,0.96222,0.99537,0.85714,0.90386,0.7606,0.64869,1.38326,0.97338,0.0004011,0.0004011,0.0004011
39,183.408,0.54195,0.74909,0.90738,1,0.85479,0.91672,0.76106,0.74187,1.3839,1.09717,0.000381304,0.000381304,0.000381304
40,187.993,0.53197,0.73352,0.91446,1,0.85479,0.91672,0.76106,0.74187,1.3839,1.09717,0.000359924,0.000359924,0.000359924
41,192.581,0.52501,1.01242,0.90546,1,0.85681,0.91289,0.74185,0.75224,1.45939,1.12003,0.00033696,0.00033696,0.00033696
42,197.067,0.44621,1.02057,0.87864,0.97618,0.85714,0.89933,0.69902,0.84824,1.59028,1.15463,0.000312412,0.000312412,0.000312412
43,201.592,0.41129,0.87982,0.85258,0.97618,0.85714,0.89933,0.69902,0.84824,1.59028,1.15463,0.00028628,0.00028628,0.00028628
44,206.068,0.42474,0.90237,0.82688,0.97178,0.85714,0.8873,0.72648,0.74602,1.66569,1.0658,0.000258564,0.000258564,0.000258564
45,210.572,0.44582,0.91937,0.85147,0.97178,0.85714,0.8873,0.72648,0.74602,1.66569,1.0658,0.000229264,0.000229264,0.000229264
46,215.082,0.45399,0.89156,0.85633,0.97926,0.85714,0.88846,0.74784,0.77482,1.68248,1.09375,0.00019838,0.00019838,0.00019838
47,219.532,0.41457,0.86358,0.82997,0.97926,0.85714,0.88846,0.74784,0.77482,1.68248,1.09375,0.000165912,0.000165912,0.000165912
48,223.975,0.37526,0.84611,0.85579,0.9715,0.85714,0.88738,0.74422,0.68607,1.59674,1.03793,0.00013186,0.00013186,0.00013186
49,228.446,0.35993,0.84899,0.81477,0.9715,0.85714,0.88738,0.74422,0.68607,1.59674,1.03793,9.6224e-05,9.6224e-05,9.6224e-05
50,233.01,0.38791,0.85636,0.89004,0.97575,0.85714,0.90657,0.77364,0.61986,1.47832,0.97425,5.9004e-05,5.9004e-05,5.9004e-05
