epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,153.138,0.67057,1.30272,0.96382,0.13156,1,0.93872,0.63643,0.7324,2.34797,0.97454,0.000401004,0.000401004,0.000401004
15,163.688,0.7169,1.27595,0.98623,0.70022,0.92857,0.91193,0.57095,0.71103,2.33978,0.99354,0.000419224,0.000419224,0.000419224
16,174.214,0.66029,1.20433,0.95499,0.73852,0.92857,0.91311,0.5672,0.75508,2.36273,1.01394,0.00043586,0.00043586,0.00043586
17,184.743,0.80768,1.21336,1.08858,0.90168,0.65609,0.92502,0.58517,0.75303,2.32387,0.98087,0.000450912,0.000450912,0.000450912
18,195.122,0.72513,1.0938,0.95947,1,0.66998,0.9563,0.6982,0.6503,2.18807,0.93984,0.00046438,0.00046438,0.00046438
19,205.216,0.67879,1.07782,0.96307,1,0.74773,0.96269,0.72215,0.63298,2.10957,0.95565,0.000476264,0.000476264,0.000476264
20,215.739,0.60496,1.06235,0.96933,1,0.88332,0.97167,0.73658,0.59951,1.96523,0.94552,0.000486564,0.000486564,0.000486564
21,226.541,0.62301,0.98116,0.97824,1,0.86122,0.9489,0.73568,0.66805,1.88108,0.9876,0.00049528,0.00049528,0.00049528
22,237.353,0.68001,1.00802,1.03387,0.9169,0.78827,0.89804,0.69695,0.82711,1.8671,1.10178,0.000502412,0.000502412,0.000502412
23,247.94,0.6599,0.94272,0.9825,0.91608,0.78015,0.89084,0.73499,0.81349,1.91178,1.08859,0.00050796,0.00050796,0.00050796
24,258.592,0.70336,0.96498,0.98585,1,0.82166,0.91317,0.77158,0.779,1.92219,1.03971,0.000511924,0.000511924,0.000511924
25,268.988,0.58461,0.85089,0.95494,1,0.82172,0.92133,0.76549,0.73209,1.86483,0.99677,0.000514304,0.000514304,0.000514304
26,279.525,0.64002,0.88194,0.99918,1,0.79157,0.92644,0.79047,0.74453,1.76848,0.98403,0.0005151,0.0005151,0.0005151
27,290.172,0.72102,0.94839,0.99308,1,0.78138,0.96583,0.79746,0.65166,1.61439,0.94666,0.000514312,0.000514312,0.000514312
28,300.943,0.65204,0.83225,0.9276,1,0.78138,0.96583,0.79746,0.65166,1.61439,0.94666,0.00051194,0.00051194,0.00051194
29,311.685,0.57012,0.78337,0.89622,0.99418,0.85714,0.95063,0.81549,0.61693,1.61485,0.91697,0.000507984,0.000507984,0.000507984
30,322.539,0.62063,0.81605,0.93021,1,0.85504,0.948,0.8244,0.60672,1.59793,0.90337,0.000502444,0.000502444,0.000502444
31,333.172,0.60559,0.81363,0.97458,1,0.85504,0.948,0.8244,0.60672,1.59793,0.90337,0.00049532,0.00049532,0.00049532
32,343.779,0.53402,0.74965,0.91971,0.92679,0.90538,0.93382,0.79602,0.55712,1.54455,0.90183,0.000486612,0.000486612,0.000486612
33,354.418,0.61634,0.80828,0.95991,0.79511,0.92857,0.91567,0.78975,0.59427,1.49076,0.91583,0.00047632,0.00047632,0.00047632
34,365.129,0.59398,0.80044,0.91154,0.79511,0.92857,0.91567,0.78975,0.59427,1.49076,0.91583,0.000464444,0.000464444,0.000464444
35,375.815,0.57918,0.80105,0.92958,0.92508,0.92857,0.93767,0.77626,0.60151,1.40166,0.9184,0.000450984,0.000450984,0.000450984
36,386.541,0.5711,0.73054,0.9541,0.92852,0.92796,0.9463,0.77177,0.63466,1.33775,0.92632,0.00043594,0.00043594,0.00043594
37,397.163,0.54315,0.75541,0.91464,0.92852,0.92796,0.9463,0.77177,0.63466,1.33775,0.92632,0.000419312,0.000419312,0.000419312
38,407.682,0.61246,0.76372,0.96561,1,0.92741,0.96955,0.74959,0.74218,1.30267,0.98296,0.0004011,0.0004011,0.0004011
39,418.389,0.56178,0.73018,0.92554,0.99415,0.92857,0.97167,0.76774,0.70952,1.31775,0.98052,0.000381304,0.000381304,0.000381304
40,428.94,0.53727,0.71665,0.90858,0.99415,0.92857,0.97167,0.76774,0.70952,1.31775,0.98052,0.000359924,0.000359924,0.000359924
41,439.54,0.46563,1.00485,0.88513,1,0.92479,0.974,0.85172,0.59778,1.33355,0.92269,0.00033696,0.00033696,0.00033696
42,450.368,0.43315,0.97393,0.87697,1,0.83699,0.96233,0.80493,0.70447,1.38611,1.00267,0.000312412,0.000312412,0.000312412
43,461.03,0.42794,0.86895,0.8577,1,0.83699,0.96233,0.80493,0.70447,1.38611,1.00267,0.00028628,0.00028628,0.00028628
44,471.644,0.42875,0.90647,0.8353,1,0.77414,0.95088,0.79306,0.67371,1.40606,0.97233,0.000258564,0.000258564,0.000258564
45,482.352,0.46894,0.91906,0.86435,1,0.77414,0.95088,0.79306,0.67371,1.40606,0.97233,0.000229264,0.000229264,0.000229264
46,492.789,0.44702,0.90799,0.86484,0.85418,0.83787,0.94133,0.76584,0.69016,1.42372,0.99045,0.00019838,0.00019838,0.00019838
47,503.179,0.40625,0.93511,0.83756,0.85418,0.83787,0.94133,0.76584,0.69016,1.42372,0.99045,0.000165912,0.000165912,0.000165912
48,513.554,0.4017,0.8825,0.87251,1,0.77123,0.94553,0.79214,0.70099,1.42214,1.0055,0.00013186,0.00013186,0.00013186
49,523.99,0.35445,0.85786,0.81358,1,0.77123,0.94553,0.79214,0.70099,1.42214,1.0055,9.6224e-05,9.6224e-05,9.6224e-05
50,534.39,0.37991,0.87833,0.90142,1,0.77739,0.94133,0.78305,0.69441,1.37346,1.00225,5.9004e-05,5.9004e-05,5.9004e-05
