                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6505,                 2.8735,                 1.5274,                0.77238,                0.08227,                0.24267,                0.12486,                 1.6374,                 3.0088,                 1.4698,                0.00058,                0.00058,                0.00058
